,team2_id,team2_score,team1_id,team1_score,WLoc,num_ot,team2_position,team1_position,team2_seed,team1_seed,strongseed,weakseed,team2_region,team1_region,slot,team2_teamname,team1_teamname,season,host,host_lat,host_long,team2_lat,team2_long,team1_lat,team1_long,team2_coach_id,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_wins,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team1_coach_id,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_wins,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_ap_final,team2_ap_preseason,team2_coaches_before_final,team2_coaches_preseason,team1_ap_final,team1_ap_preseason,team1_coaches_before_final,team1_coaches_preseason,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,game_id,result
637,1163,65,1112,63,N,0,X03,X05,3,5,3,5,X,X,R4X1,Connecticut,Arizona,2011,new_orleans,29.9667,-90.05,41.808215,-72.249537,32.232071,-110.950769,jim-calhoun-1,16,21,12,12,3,3,603,231,851,368,26,9,26,9,sean-miller-1,0,4,0,2,0,0,43,22,163,69,27,7,27,7,21,,8,,16,,18,,47.6717,32.9114,76.2774,13.5714,42.381,32.7068,67.9699,8.3236,29.2713,32.2034,50.7123,51.4902,0.0948,0.0915,51.0235,39.7315,74.6385,6.4601,50.4285,29.2642,67.8295,9.7801,36.095,28.2742,55.3148,52.766,0.0764,0.0872,66.2195,66.2648,108.5852,113.8185,98.411,93.8292,67.0513,66.2369,112.6932,114.0809,98.8971,98.0954,2011-1163-1112,0
638,1246,76,1314,69,N,0,W04,W02,4,2,2,4,W,W,R4W1,Kentucky,North Carolina,2011,newark,40.7242,-74.1726,38.028081,-84.510698,35.912165,-79.050969,john-calipari-1,1,12,1,8,0,2,60,11,505,151,25,8,25,8,roy-williams-1,6,20,4,13,3,7,222,61,640,162,26,7,26,7,15,11,10,10,6,8,7,9,48.8482,39.7454,70.9759,15.5296,42.4301,32.3575,72.3404,8.9431,32.3866,29.6618,48.1038,48.5516,0.0832,0.0793,49.1369,32.7586,67.1982,13.1768,44.4227,33.1266,65.8621,6.5593,25.0216,34.4592,54.8851,50,0.0851,0.1029,67.1827,66.7758,113.6506,116.2402,94.9064,93.2588,72.2613,71.3191,105.4297,109.1614,93.4452,90.3427,2011-1246-1314,0
639,1433,71,1242,61,N,0,Z11b,Z01,11,1,1,11,Z,Z,R4Z1,VA Commonwealth,Kansas,2011,anaheim,33.8361,-117.8897,37.547631,-77.453597,38.957351,-95.24587,shaka-smart-1,0,0,0,0,0,0,50,20,50,20,23,11,23,11,bill-self-1,7,12,4,7,1,1,234,45,441,150,32,2,32,2,,,,,2,7,2,7,48.0153,36.9684,71.4806,9.0968,48.668,33.5855,67.7763,11.4504,41.1765,30.0455,60.2273,53.3471,0.1239,0.0884,56.8442,38.169,67.8654,10.6844,44.4832,29.7619,73.0273,6.9454,32.3757,34.5521,60.5027,49.652,0.1108,0.086,65.6189,66.4987,107.977,109.1301,101.8681,101.0565,70.3761,69.5525,116.7659,118.1055,92.5596,92.6144,2011-1433-1242,0
640,1139,70,1433,62,N,0,Y08,Z11b,8,11,8,11,Y,Z,R5YZ,Butler,VA Commonwealth,2011,houston,29.7604,-95.3698,39.840662,-86.171791,37.547631,-77.453597,brad-stevens-1,3,3,1,1,1,1,112,24,112,24,23,9,23,9,shaka-smart-1,0,0,0,0,0,0,50,20,50,20,23,11,23,11,,17,,18,,,,,47.9463,35.213,72.4138,4.5382,48.0096,32.1739,67.4142,8.7678,38.6628,35.4573,49.0991,48.4848,0.0895,0.0821,48.0153,36.9684,71.4806,9.0968,48.668,33.5855,67.7763,11.4504,41.1765,30.0455,60.2273,53.3471,0.1239,0.0884,65.4577,64.4187,109.5098,110.4816,98.0368,97.4949,65.6189,66.4987,107.977,109.1301,101.8681,101.0565,2011-1139-1433,0
641,1163,56,1246,55,N,0,X03,W04,3,4,3,4,X,W,R5WX,Connecticut,Kentucky,2011,houston,29.7604,-95.3698,41.808215,-72.249537,38.028081,-84.510698,jim-calhoun-1,16,21,12,12,3,3,603,231,851,368,26,9,26,9,john-calipari-1,1,12,1,8,0,2,60,11,505,151,25,8,25,8,21,,8,,15,11,10,10,47.6717,32.9114,76.2774,13.5714,42.381,32.7068,67.9699,8.3236,29.2713,32.2034,50.7123,51.4902,0.0948,0.0915,48.8482,39.7454,70.9759,15.5296,42.4301,32.3575,72.3404,8.9431,32.3866,29.6618,48.1038,48.5516,0.0832,0.0793,66.2195,66.2648,108.5852,113.8185,98.411,93.8292,67.1827,66.7758,113.6506,116.2402,94.9064,93.2588,2011-1163-1246,0
642,1163,53,1139,41,N,0,X03,Y08,3,8,3,8,X,Y,R6CH,Connecticut,Butler,2011,houston,29.7604,-95.3698,41.808215,-72.249537,39.840662,-86.171791,jim-calhoun-1,16,21,12,12,3,3,603,231,851,368,26,9,26,9,brad-stevens-1,3,3,1,1,1,1,112,24,112,24,23,9,23,9,21,,8,,,17,,18,47.6717,32.9114,76.2774,13.5714,42.381,32.7068,67.9699,8.3236,29.2713,32.2034,50.7123,51.4902,0.0948,0.0915,47.9463,35.213,72.4138,4.5382,48.0096,32.1739,67.4142,8.7678,38.6628,35.4573,49.0991,48.4848,0.0895,0.0821,66.2195,66.2648,108.5852,113.8185,98.411,93.8292,65.4577,64.4187,109.5098,110.4816,98.0368,97.4949,2011-1163-1139,0
643,1140,78,1233,72,N,0,Z14a,Z14b,14,14,14,14,Z,Z,Z14,BYU,Iona,2012,dayton,39.7594,-84.1917,40.250851,-111.649281,40.927107,-73.785635,dave-rose-1,5,5,1,1,0,0,185,53,185,53,26,8,26,8,tim-cluess-1,1,1,0,0,0,0,49,19,49,19,24,7,24,7,,,,,,,,,51.9044,34.8837,70.3448,11.7309,47.8261,31.5866,66.9725,6.7961,32.5101,36.0441,61.413,57.375,0.1141,0.0851,55.7008,38.7195,71.3128,5.4911,50.116,35.426,69.5575,7.6253,32.2676,34.0979,62.3898,53.5593,0.101,0.0759,72.5069,73.224,108.0408,103.6205,93.2189,93.7577,71.1664,70.5468,115.6988,114.2579,100.6866,103.1821,2012-1140-1233,0
644,1443,59,1290,58,N,0,Y16b,Y16a,16,16,16,16,Y,Y,Y16,W Kentucky,MS Valley St,2012,dayton,39.7594,-84.1917,36.985718,-86.455898,33.514142,-90.341274,ray-harper-1,0,0,0,0,0,0,11,7,11,7,511,117,11,7,sean-woods-1,1,1,0,0,0,0,49,79,49,79,20,12,20,12,,,,,,,,,43.6834,30.4688,68.75,10.1389,46.9444,32.6,71.7881,11.2633,32.7533,25.7732,50.065,49.1061,0.0807,0.0927,44.8718,32.4324,64.4068,7.0161,45.8065,38.0719,65.4685,11.2981,38.3704,33.0454,55.5419,53.1835,0.1247,0.0869,68.2221,68.7064,94.9136,97.1503,99.1626,99.7484,69.7923,69.7714,97.9467,97.3278,98.5403,103.547,2012-1443-1290,0
645,1378,65,1143,54,N,0,X12b,X12a,12,12,12,12,X,X,X12,South Florida,California,2012,dayton,39.7594,-84.1917,28.056647,-82.415876,37.871519,-122.260401,stan-heath-1,0,3,0,1,0,0,71,90,183,167,20,13,20,13,mike-montgomery-1,3,15,0,3,0,1,87,46,633,291,23,9,23,9,,,,,,24,,24,49.0295,31.1538,70.9622,10.2796,43.1743,30.6897,70.568,9.8734,30.4985,32.294,54.3742,56.1878,0.0933,0.1167,50.8978,36.1111,74.415,7.9305,45.3172,32.8622,68.5149,5.8011,22.9787,29.9471,60.4703,49.1094,0.0705,0.0749,59.782,59.8498,97.6666,99.433,95.0723,89.3699,66.5894,67.2119,107.8545,108.8378,92.4816,94.7724,2012-1378-1143,0
646,1436,71,1249,59,N,0,X16b,X16a,16,16,16,16,X,X,X16,Vermont,Lamar,2012,dayton,39.7594,-84.1917,44.479262,-73.198128,30.044274,-94.073389,john-becker-1,0,0,0,0,0,0,24,11,24,11,24,11,24,11,pat-knight-1,1,1,0,0,0,0,22,11,72,72,22,11,22,11,,,,,,,,,48.5947,34.0463,73.9496,6.4759,44.5783,31.675,67.8072,8.7278,29.3257,31.2273,56.0142,45.7216,0.096,0.0908,45.288,33.0969,72.375,10.2601,45.448,34.0956,67.2414,8.3115,21.6812,25.7909,48.5577,50.4414,0.1133,0.0752,63.2687,63.6403,105.0145,101.3577,94.6525,97.3804,68.5536,67.0263,105.6296,105.5522,95.4109,98.7874,2012-1436-1249,0
647,1124,68,1355,60,N,0,Y03,Y14,3,14,3,14,Y,Y,R1Y3,Baylor,S Dakota St,2012,albuquerque,35.1107,-106.61,31.545956,-97.119359,44.31942,-96.783415,scott-drew-1,2,2,1,1,0,0,154,123,174,134,27,7,27,7,scott-nagy-1,0,0,0,0,0,0,96,120,96,120,27,7,27,7,12,12,10,12,,,,,50.1752,37.9939,75.4362,12.1455,46.1818,33.6765,68.7045,8.5494,31.5588,33.09,56.4182,55.9028,0.1117,0.1016,50.7867,39.049,72.6648,4.8115,50.4411,32.6425,68.9338,7.4301,37.7584,31.7087,54.108,49.3888,0.0974,0.0837,67.1364,66.4663,110.1153,114.8636,96.7999,94.6378,65.9574,65.6794,114.633,111.4897,99.7779,101.008,2012-1124-1355,0
648,1160,68,1424,64,N,0,Y11,Y06,11,6,6,11,Y,Y,R1Y6,Colorado,UNLV,2012,albuquerque,35.1107,-106.61,38.84657,-104.82422,36.106994,-115.141153,tad-boyle-1,0,0,0,0,0,0,47,25,103,91,23,11,23,11,dave-rice-1,0,0,0,0,0,0,26,8,26,8,26,8,26,8,,,,,20,,25,,48.3389,34.6084,68.428,8.9213,45.3366,33.1325,65.8979,10.9635,31.3177,35.0026,50.3886,48.5237,0.0885,0.0966,51.2319,36.6667,67.9883,12.883,44.3048,33.6013,67.7019,6.7969,38.9206,32.8232,65.0342,49.5472,0.1179,0.0895,65.2432,65.5743,101.2096,102.1316,96.7881,94.9801,68.9806,69.7252,107.4818,106.8185,94.6396,93.0018,2012-1160-1424,0
649,1211,77,1452,54,N,0,W07,W10,7,10,7,10,W,W,R1W7,Gonzaga,West Virginia,2012,pittsburgh,40.4417,-80,47.668144,-117.403062,39.63468,-79.953926,mark-few-1,12,12,4,4,0,0,341,89,341,89,25,6,25,6,bob-huggins-1,4,19,2,6,1,2,120,55,638,241,19,13,19,13,24,23,,23,,,,,51.8771,38.0531,71.6065,8.5297,46.5475,30.9859,67.3152,7.0819,32.5273,34.1711,55.2855,48.3787,0.1012,0.1048,49.8873,29.8456,67.1177,6.7353,50.3962,32.3105,67.9012,8.2645,30.4598,30.5066,56.9212,50.5521,0.0953,0.1071,66.8784,65.924,110.6649,109.6611,94.4353,94.0504,65.2509,64.9126,106.4565,109.5359,99.4496,97.0727,2012-1211-1452,0
650,1231,79,1308,66,N,0,Y04,Y13,4,13,4,13,Y,Y,R1Y4,Indiana,New Mexico St,2012,portland,45.52,-122.6819,39.166383,-86.526904,32.282875,-106.747841,tom-crean-1,0,5,0,1,0,1,53,74,243,170,25,8,25,8,marvin-menzies-1,1,1,0,0,0,0,102,67,102,67,26,9,26,9,15,,17,,,,,,51.539,43.1262,76.3403,8.4559,46.1765,34.8726,70.2346,10.3794,27.5415,31.5895,51.3172,44.392,0.0966,0.0999,51.5193,32.839,66.4995,10.4522,48.1097,32.4675,66.4596,7.7348,24.5833,31.3486,51.6093,53.7102,0.0947,0.0851,66.9992,67.5074,115.0583,117.8019,98.1853,97.1647,70.7745,70.8529,108.8971,106.6245,95.886,96.2134,2012-1231-1308,0
651,1235,77,1163,64,N,0,Y08,Y09,8,9,8,9,Y,Y,R1Y8,Iowa St,Connecticut,2012,louisville,38.25,-85.7667,42.026368,-93.648353,41.808215,-72.249537,fred-hoiberg-1,0,0,0,0,0,0,38,26,38,26,22,10,22,10,jim-calhoun-1,17,22,13,13,4,4,629,244,877,381,20,13,20,13,25,,,,,4,,4,50.2722,37.2774,68.8098,7.1322,49.8514,30.6349,69.7897,9.8911,41.6314,31.8826,57.1429,51.8519,0.0855,0.0842,50.1117,33.2136,66.21,17.6382,40.8781,34.3619,73.5409,6.7014,29.3158,35.0541,53.2634,51.9745,0.0903,0.0998,67.623,67.2987,108.2958,110.1804,98.7415,94.7756,64.1734,63.9411,106.0234,109.0886,98.9678,95.7799,2012-1235-1163,0
652,1243,70,1379,64,N,0,W08,W09,8,9,8,9,W,W,R1W8,Kansas St,Southern Miss,2012,pittsburgh,40.4417,-80,39.188616,-96.581077,31.327499,-89.33791,frank-martin-1,3,3,1,1,0,0,116,53,116,53,21,10,21,10,larry-eustachy-1,0,3,0,1,0,0,142,112,402,257,25,8,25,8,,,,,,,,,48.2732,33.5165,67.0839,12.8013,44.7215,32.5411,68.9466,8.2118,29.5295,31.2571,57.6355,52.095,0.0892,0.107,43.1889,35.5357,73.613,7.9965,49.1213,35.6415,72.5076,11.9969,30.2376,30.1412,45.1783,49.0463,0.0898,0.0723,67.3719,67.2175,104.8916,108.6262,93.6136,91.8746,64.4099,64.9346,107.115,109.2343,99.9955,99.2821,2012-1243-1379,0
653,1246,81,1443,66,N,0,Y01,Y16b,1,16,1,16,Y,Y,R1Y1,Kentucky,W Kentucky,2012,louisville,38.25,-85.7667,38.028081,-84.510698,36.985718,-86.455898,john-calipari-1,2,13,2,9,1,3,96,14,541,154,32,2,32,2,ray-harper-1,0,0,0,0,0,0,11,7,11,7,511,117,11,7,1,2,1,2,,,,,52.6921,37.8151,72.2814,20.2367,39.645,31.7852,69.3811,8.046,26.468,28.9617,48.4489,47.2441,0.0909,0.0819,43.6834,30.4688,68.75,10.1389,46.9444,32.6,71.7881,11.2633,32.7533,25.7732,50.065,49.1061,0.0807,0.0927,66.1184,65.6735,116.4605,118.6576,89.6755,89.2855,68.2221,68.7064,94.9136,97.1503,99.1626,99.7484,2012-1246-1443,0
654,1257,69,1172,62,N,0,Z04,Z13,4,13,4,13,Z,Z,R1Z4,Louisville,Davidson,2012,portland,45.52,-122.6819,38.215752,-85.758843,35.500006,-80.845236,rick-pitino-1,8,16,3,9,1,5,271,105,625,233,26,9,26,9,bob-mckillop-1,5,5,1,1,0,0,426,270,426,270,25,7,25,7,,9,18,8,,,,,47.1576,31.7872,68.7651,12.7561,42.234,30.2778,66.3185,9.3023,32.135,32.2436,55.244,52.8588,0.1297,0.1043,51.1548,33.7017,76.6571,8.7461,45.8978,33.8843,66.9366,9.8375,38.2462,27.2523,51.3064,43.9894,0.078,0.0884,67.8366,67.6443,99.9408,102.4523,89.0266,86.5164,68.4551,68.1338,112.3976,109.6595,98.187,100.167,2012-1257-1172,0
655,1266,88,1140,68,N,0,Z03,Z14a,3,14,3,14,Z,Z,R1Z3,Marquette,BYU,2012,louisville,38.25,-85.7667,43.038765,-87.928122,40.250851,-111.649281,buzz-williams-1,3,3,1,1,0,0,94,44,108,61,25,7,25,7,dave-rose-1,5,5,1,1,0,0,185,53,185,53,26,8,26,8,9,22,11,21,,,,,49.9652,33.7248,72.0818,8.7707,44.4285,31.6024,68.5127,10.4384,29.3163,32.6392,63.1121,58.1227,0.1226,0.1008,51.9044,34.8837,70.3448,11.7309,47.8261,31.5866,66.9725,6.7961,32.5101,36.0441,61.413,57.375,0.1141,0.0851,70.6754,71.3801,107.2883,109.9601,93.8154,92.5226,72.5069,73.224,108.0408,103.6205,93.2189,93.7577,2012-1266-1140,0
656,1293,58,1161,41,N,0,Z06,Z11,6,11,6,11,Z,Z,R1Z6,Murray St,Colorado St,2012,louisville,38.25,-85.7667,36.61241,-88.323493,40.574759,-105.08083,steve-prohm-1,0,0,0,0,0,0,30,1,30,1,30,1,30,1,tim-miles-1,0,0,0,0,0,0,71,87,107,107,20,11,20,11,11,,9,,,,,,50.4425,39.5264,72.2144,10.9694,46.3435,29.1572,66.8449,7.9646,35.0575,27.1827,50.274,46.3596,0.1198,0.0968,50.0871,39.9577,76.7883,5.7416,48.5167,35.5487,70.4036,9.2334,29.1795,38.2388,50.9162,53.7313,0.0825,0.0805,66.2225,66.0823,111.221,107.9331,93.2205,93.6065,64.468,64.772,108.8855,111.5288,104.9198,102.4107,2012-1293-1161,0
657,1307,75,1253,68,N,0,Z05,Z12,5,12,5,12,Z,Z,R1Z5,New Mexico,Long Beach St,2012,portland,45.52,-122.6819,35.083868,-106.620155,33.782752,-118.1123,steve-alford-1,1,5,0,1,0,0,125,45,355,199,27,6,27,6,dan-monson-1,0,2,0,1,0,0,85,76,255,199,25,8,25,8,,,22,,,,,,50.4745,37.7745,71.2885,9.6365,43.1107,31.1278,67.8694,6.9888,37.0793,35.9848,64.8873,53.2775,0.1018,0.0872,51.8644,35.5442,67.0213,7.0789,46.0537,34.1969,69.703,8.0508,33.2579,32.0243,54.933,53.4031,0.0999,0.0847,66.3865,66.7071,108.81,108.7232,89.6359,91.0953,67.5204,67.3175,109.326,109.1621,95.2098,94.4137,2012-1307-1253,0
658,1326,78,1259,59,N,0,W02,W15,2,15,2,15,W,W,R1W2,Ohio St,Loyola MD,2012,pittsburgh,40.4417,-80,39.998389,-83.009001,39.346044,-76.623417,thad-matta-1,5,9,3,4,1,1,217,64,319,95,27,7,27,7,jimmy-patsos-1,0,0,0,0,0,0,122,122,122,122,24,8,24,8,7,3,7,3,,,,,52.8651,33.3333,70.922,9.3214,45.1902,32.5,69.9499,7.2089,26.8919,34.9345,53.737,47.2619,0.1077,0.0736,45.7785,33.9545,71.916,11.615,45.4256,35.9743,68.8953,9.9148,27.2266,27.0882,52.053,50.203,0.1181,0.094,66.7687,67.907,111.7826,116.1609,88.8625,89.8828,65.218,64.1489,103.6929,102.1924,97.623,98.6083,2012-1326-1259,0
659,1393,72,1421,65,N,0,W01,W16,1,16,1,16,W,W,R1W1,Syracuse,UNC Asheville,2012,pittsburgh,40.4417,-80,43.037587,-76.135062,35.616618,-82.565259,jim-boeheim-1,28,28,14,14,3,3,887,303,887,303,31,2,31,2,eddie-biedenbach-1,2,2,0,0,0,0,240,241,269,292,24,9,24,9,2,5,2,5,,,,,51.9489,34.8802,69.8166,19.3622,42.5209,31.4592,67.6056,6.7204,30.9833,36.1919,56.0636,62.5157,0.1393,0.0804,52.758,34.9565,77.3562,5.8009,50.7359,34.9103,66.6667,9.4306,33.8434,34.6719,59.9496,57.75,0.1127,0.0957,65.8646,65.8899,112.8067,113.5377,91.852,90.5279,70.1913,69.4667,111.4371,107.1992,102.3059,103.1621,2012-1393-1421,0
660,1433,62,1455,59,N,0,Y12,Y05,12,5,5,12,Y,Y,R1Y5,VA Commonwealth,Wichita St,2012,portland,45.52,-122.6819,37.547631,-77.453597,37.716484,-97.296733,shaka-smart-1,1,1,1,1,1,1,83,27,83,27,28,6,28,6,gregg-marshall-1,0,7,0,0,0,0,109,60,303,143,27,5,27,5,,,,,16,,19,,45.9307,33.375,68.5135,10.4382,46.8526,32.1033,69.0909,11.9259,39.1965,30.1614,51.4934,46.9816,0.1604,0.0884,53.013,36.8771,75.0395,10.2649,43.7914,31.1644,68.6542,7.7362,32.8962,32.5893,53.1501,49.3671,0.0893,0.0819,65.1751,66.3586,104.1292,105.6999,90.8473,93.3578,66.9274,67.0088,113.6251,115.3159,92.6357,94.0756,2012-1433-1455,0
661,1435,79,1217,70,N,0,W05,W12,5,12,5,12,W,W,R1W5,Vanderbilt,Harvard,2012,albuquerque,35.1107,-106.61,36.14443,-86.804875,42.374429,-71.118177,kevin-stallings-1,5,7,2,2,0,0,260,158,383,221,24,10,24,10,tommy-amaker-1,0,1,0,1,0,0,92,55,268,194,26,4,26,4,,7,24,7,,,,,51.1957,38.7626,69.8701,10.3746,47.1902,30.8846,70.017,11.3375,41.2285,32.4574,51.7514,47.0383,0.0897,0.1053,52.0856,35.6137,75.0831,11.6047,43.3364,34.0633,65.4267,10.0535,34.7067,27.1466,58.4337,47.5728,0.0948,0.0899,65.8326,65.5869,109.6189,113.3553,97.4882,93.8392,60.792,61.1614,106.5193,106.8588,89.9419,93.0303,2012-1435-1217,0
662,1458,73,1285,49,N,0,W04,W13,4,13,4,13,W,W,R1W4,Wisconsin,Montana,2012,albuquerque,35.1107,-106.61,43.073858,-89.405356,46.861074,-113.98294,bo-ryan-1,10,10,4,4,0,0,266,100,296,127,24,9,24,9,wayne-tinkle-1,1,1,0,0,0,0,116,70,116,70,25,6,25,6,14,15,13,14,,,,,46.5455,36.7742,73.913,9.1304,41.9565,29.385,68.2657,7.6364,41.3333,24.1341,53.7014,40.3955,0.0851,0.0724,50.3676,38.1818,71.7703,9.8754,43.3274,33.3333,69.9357,10.386,31.2697,29.397,55.4953,44.6345,0.1075,0.0844,58.9657,58.9637,107.6313,109.6301,88.8797,89.7243,66.3607,65.6285,106.8279,101.8435,93.3546,94.4845,2012-1458-1285,0
663,1153,65,1400,59,N,0,W06,W11,6,11,6,11,W,W,R1W6,Cincinnati,Texas,2012,nashville,36.1667,-86.7833,39.131159,-84.51428,30.28473,-97.737277,mick-cronin-1,1,3,0,0,0,0,111,87,180,111,24,10,24,10,rick-barnes-1,13,19,5,6,1,1,342,136,544,270,20,13,20,13,,21,,22,,,,,46.4011,34.076,64.3857,11.955,45.1477,32.2933,68.4502,8.3857,34.7767,31.0713,51.8398,54.7703,0.1239,0.0831,48.19,32.7787,73.2927,9.6899,44.5736,34.7902,67.7461,8.6727,31.1884,30.7197,50.1196,48.9664,0.1008,0.086,64.0486,63.7372,105.0352,107.6492,94.357,93.3723,66.9636,65.9949,108.1723,111.3908,98.8853,96.3472,2012-1153-1400,0
664,1166,58,1104,57,N,0,X08,X09,8,9,8,9,X,X,R1X8,Creighton,Alabama,2012,greensboro,36.08,-79.8194,41.265325,-95.947029,33.2144,-87.545766,greg-mcdermott-1,0,3,0,0,0,0,51,21,200,152,28,5,28,5,anthony-grant-2,0,2,0,0,0,0,63,38,139,63,21,11,21,11,19,,20,,,19,,17,54.69,42.3929,72.6902,5.7869,47.6359,36.1331,67.5,8.744,34.9871,30.8105,63.1795,51.052,0.0712,0.0944,51.278,28.9362,71.1075,11.986,43.9195,28.8732,64.526,9.4249,27.2938,33.197,51.671,51.5015,0.1139,0.0863,67.5353,67.0368,117.3257,117.5104,102.3886,102.413,63.3448,63.4132,101.7572,103.1698,91.2711,89.1305,2012-1166-1104,0
665,1196,71,1438,45,N,0,Z07,Z10,7,10,7,10,Z,Z,R1Z7,Florida,Virginia,2012,omaha,41.25,-96,29.638248,-82.361195,38.036545,-78.502597,billy-donovan-1,11,11,5,5,3,3,383,157,418,177,23,10,23,10,tony-bennett-1,0,2,0,1,0,0,53,40,122,73,22,9,22,9,22,8,21,10,,,,,53.0875,38.0192,71.2857,8.8842,46.1265,34.1906,69.2557,9.3482,44.6081,31.9632,56.4549,51.5429,0.0958,0.0777,51.1292,33.049,72.2222,8.1937,45.3445,28.932,63.4343,6.7751,29.7589,32.4103,54.6463,42.4528,0.1055,0.0978,65.0996,64.8676,115.6731,118.5885,100.7488,100.0833,60.9913,60.4279,102.8552,103.5101,87.6125,88.7293,2012-1196-1438,0
666,1199,66,1382,63,N,0,W03,W14,3,14,3,14,W,W,R1W3,Florida St,St Bonaventure,2012,nashville,36.1667,-86.7833,30.439741,-84.290883,42.07863,-78.47586,leonard-hamilton-1,3,6,1,2,0,0,200,126,400,336,24,9,24,9,mark-schmidt-1,0,0,0,0,0,0,74,79,156,169,20,11,20,11,17,,12,,,,,,50.3811,35.3519,70.7025,17.04,42.24,30.9091,71.5134,8.689,31.7733,36.3868,48.6887,49.3992,0.1107,0.1123,50.3804,34.5238,76.0563,11.5152,46.2338,32.5704,71.3396,7.4387,29.8755,32.9658,57.6623,54.3811,0.0885,0.1052,67.7965,67.6574,102.1193,106.6959,91.7992,90.3305,65.0378,64.1663,107.3471,108.7195,98.6569,97.4982,2012-1199-1382,0
667,1207,74,1125,59,N,0,X03,X14,3,14,3,14,X,X,R1X3,Georgetown,Belmont,2012,columbus,39.9833,-82.9833,38.908809,-77.073463,36.133866,-86.794715,john-thompson-2,5,7,2,2,1,1,183,81,251,123,23,8,23,8,rick-byrd-1,4,4,0,0,0,0,247,157,247,157,27,7,27,7,13,,15,,,,,,51.3237,34.3689,69.771,13.3159,43.8642,27.6596,67.9549,7.4295,30.5457,32.9247,55.527,55.7576,0.0941,0.1024,54.4143,38.1013,73.4908,5.5639,47.1429,33.8409,65.4971,12.4788,40.1423,30.7652,62.4204,53.2044,0.1047,0.0932,63.6305,63.2546,105.8721,108.2437,91.4014,90.2266,68.9498,68.4539,117.6727,114.1432,96.8486,98.9414,2012-1207-1125,0
668,1242,65,1178,50,N,0,X02,X15,2,15,2,15,X,X,R1X2,Kansas,Detroit,2012,omaha,41.25,-96,38.957351,-95.24587,42.417168,-83.138369,bill-self-1,8,13,5,8,1,1,264,52,471,157,27,6,27,6,ray-mccallum-1,0,2,0,0,0,0,66,66,236,215,22,13,22,13,3,13,6,13,,,,,52.4902,34.5257,69.1773,14.9798,39.8111,34.0058,71.9834,8.9777,29.645,31.8934,57.3803,52.7845,0.108,0.0959,49.6674,29.1262,73.6386,12.906,48.6325,36.8506,70.2158,6.7997,27.5696,34.4905,51.5815,55.6533,0.1096,0.0877,67.6165,67.719,110.6377,113.6034,91.0616,89.514,66.8004,68.2078,105.6929,107.174,101.0756,101.1803,2012-1242-1178,0
669,1250,75,1181,70,N,0,Y15,Y02,15,2,2,15,Y,Y,R1Y2,Lehigh,Duke,2012,greensboro,36.08,-79.8194,40.607158,-75.378887,36.00159,-78.94226,brett-reed-1,1,1,0,0,0,0,93,62,93,62,26,7,26,7,mike-krzyzewski-1,27,27,20,20,11,11,854,231,927,290,27,6,27,6,,,,,6,6,8,6,49.3641,34.7458,76.6043,7.7586,45.9248,33.2248,70.5975,10.4928,36.0122,32.4868,49.827,55.443,0.1125,0.0804,51.0204,37.0771,70.1389,8.9828,46.9617,31.7427,68.9498,7.568,38.5901,24.1483,48.3982,43.9815,0.0898,0.083,68.3173,68.6088,110.0147,107.3817,94.7829,98.1931,68.2882,67.5818,112.6166,115.1419,99.5965,96.3869,2012-1250-1181,0
670,1277,89,1254,67,N,0,Z01,Z16,1,16,1,16,Z,Z,R1Z1,Michigan St,Long Island,2012,columbus,39.9833,-82.9833,42.72476,-84.473639,40.690134,-73.980872,tom-izzo-1,14,14,9,9,6,6,410,168,410,168,27,7,27,7,jim-ferry-1,1,1,0,0,0,0,150,148,150,148,25,8,25,8,8,,4,,,,,,52.1262,36.1664,69.8684,12.4013,42.4171,29.9301,70.4412,7.476,27.4988,36.0929,59.0625,52.4634,0.1095,0.0955,52.099,37.1287,73.029,6.7422,49.5227,32.81,69.6078,9.8201,31.2371,27.54,54.3478,51.1068,0.0807,0.1144,65.3645,65.5715,109.7376,112.9404,90.2551,86.7237,74.9727,74.4428,108.8421,106.8891,102.6856,106.5365,2012-1277-1254,0
